観測所番号,観測所名,緯度,経度
51247,新城,34.906666666666666,137.51833333333335
51261,セントレア,34.858333333333334,136.805
51271,一色,34.81166666666667,137.02833333333334
51281,蒲郡,34.845,137.21666666666667
51311,南知多,34.74,136.93833333333333
51331,豊橋,34.75,137.34166666666667
51346,伊良湖,34.62833333333333,137.09333333333333
51356,田原,34.626666666666665,137.22166666666666
52041,河合,36.305,137.1
52051,神岡,36.321666666666665,137.30833333333334
52081,白川,36.27333333333333,136.89666666666668
52111,栃尾,36.248333333333335,137.50333333333333
52131,御母衣,36.14666666666667,136.90833333333333
52137,清見,36.18,137.045
52146,高山,36.155,137.25333333333333
52152,丹生川,36.18666666666667,137.37166666666667
52173,ひるがの,36.01,136.89333333333335
52181,六厩,36.06,137.035
52192,船山,36.035,137.26
52196,宮之前,36.015,137.38833333333332
52221,長滝,35.92333333333333,136.83166666666668
52286,萩原,35.888333333333335,137.20666666666668
52321,関市板取,35.723333333333336,136.78333333333333
52331,八幡,35.75666666666667,136.97833333333332
52346,宮地,35.763333333333335,137.28833333333333
52381,樽見,35.638333333333335,136.60166666666666
52406,金山,35.66166666666667,137.16
52421,付知,35.66166666666667,137.42666666666668
52461,美濃,35.555,136.91
52476,伽藍,35.515,137.23
52482,黒川,35.598333333333336,137.31833333333333
52511,揖斐川,35.485,136.56666666666666
52536,美濃加茂,35.445,137.005
52556,恵那,35.446666666666665,137.40333333333334
52557,中津川,35.47666666666667,137.48666666666668
52571,関ケ原,35.36333333333334,136.46666666666667
52581,大垣,35.346666666666664,136.62
52586,岐阜,35.4,136.76166666666666
52606,多治見,35.346666666666664,137.10833333333332
52642,上石津,35.24666666666667,136.45833333333334
53016,北勢,35.14333333333333,136.53833333333333
53041,桑名,35.05,136.69333333333333
53061,四日市,34.94,136.58
53091,亀山,34.87,136.45333333333335
53112,上野,34.76166666666667,136.14166666666668
53121,笠取山,34.725,136.30833333333334
53133,津,34.733333333333334,136.51833333333335
53133,津,34.721666666666664,136.525
53141,名張,34.626666666666665,136.10833333333332
53151,白山,34.625,136.32166666666666
53196,小俣,34.528333333333336,136.665
53231,粥見,34.44833333333333,136.39
53257,鳥羽,34.48166666666667,136.825
53287,藤坂峠,34.32333333333333,136.48833333333334
53296,南伊勢,34.345,136.68166666666667
53307,阿児,34.30833333333333,136.87333333333333
53321,宮川,34.278333333333336,136.20833333333334
53326,紀伊長島,34.208333333333336,136.32666666666665
53378,尾鷲,34.068333333333335,136.19333333333333
53401,熊野新鹿,33.931666666666665,136.13833333333332
53416,御浜,33.85166666666667,135.98
54012,粟島,38.465,139.25333333333333
54041,弾崎,38.33,138.51166666666666
54056,高根,38.33,139.60333333333332
54086,村上,38.22666666666667,139.47833333333332
54097,三面,38.24666666666667,139.605
54157,相川,38.028333333333336,138.24
54166,両津,38.07333333333333,138.44
54181,中条,38.07666666666667,139.38833333333332
54191,下関,38.09166666666667,139.56333333333333
54232,新潟,37.89333333333333,139.01833333333335
54232,新潟,37.888333333333335,139.04833333333335
54236,松浜,37.955,139.11166666666668
54271,羽茂,37.84166666666667,138.31333333333333
54296,新津,37.791666666666664,139.08666666666667
54301,瓢湖,37.833333333333336,139.23666666666668
54311,赤谷,37.835,139.415
54341,巻,37.76833333333333,138.91333333333333
54387,寺泊,37.64,138.76666666666668
54396,三条,37.64,138.955
54406,村松,37.696666666666665,139.18833333333333
54421,津川,37.67166666666667,139.44666666666666
54462,宮寄上,37.58,139.14
54472,室谷,37.55,139.37
54501,長岡,37.45,138.82333333333332
54506,栃尾,37.475,138.99166666666667
54541,柏崎,37.35166666666667,138.55333333333334
54566,守門,37.346666666666664,139.04333333333332
54586,大潟,37.225,138.325
54606,小国,37.291666666666664,138.70166666666665
54616,小出,37.22666666666667,138.96333333333334
54621,大湯,37.205,139.06166666666667
54651,高田,37.10666666666667,138.24666666666667
54661,安塚,37.10666666666667,138.45666666666668
54666,川谷,37.2,138.51666666666668
54671,松代,37.13166666666667,138.60666666666665
54676,十日町,37.14333333333333,138.72666666666666
54711,糸魚川,37.04333333333334,137.875
54721,能生,37.083333333333336,138.02333333333334
54737,筒方,37.03,138.34333333333333
54761,塩沢,37.038333333333334,138.84666666666666
54816,関山,36.93333333333333,138.22166666666666
54836,津南,36.99666666666667,138.68333333333334
54841,湯沢,36.94166666666667,138.81
54876,平岩,36.88,137.86666666666667
54892,樽本,36.89,138.275
55022,朝日,36.93666666666667,137.56333333333333
55041,氷見,36.825,136.96833333333333
55056,魚津,36.821666666666665,137.42833333333334
55063,宇奈月,36.846666666666664,137.55666666666667
55091,伏木,36.791666666666664,137.055
55102,富山,36.708333333333336,137.20166666666665
55141,砺波,36.61,136.955
55151,秋ヶ島,36.64833333333333,137.18666666666667
55156,大山,36.608333333333334,137.28333333333333
55166,上市,36.67,137.42333333333335
55191,南砺高宮,36.545,136.87166666666667
55206,八尾,36.57,137.15833333333333
55217,立山芦峅,36.57666666666667,137.385
55252,五箇山,36.43,136.94166666666666
55267,猪谷,36.473333333333336,137.23666666666668
56036,珠洲,37.446666666666665,137.28666666666666
56052,輪島,37.39,136.895
56081,門前,37.26166666666666,136.72833333333332
56093,三井,37.29333333333334,136.96166666666667
56116,志賀,37.14333333333333,136.725
56146,七尾,37.03,136.99166666666667
56176,羽咋,36.89333333333333,136.77666666666667
56186,かほく,36.711666666666666,136.69166666666666
56192,宝達志水,36.788333333333334,136.76833333333335
56227,金沢,36.58833333333333,136.63333333333333
56232,医王山,36.52,136.745
56276,小松,36.38166666666667,136.435
56286,白山河内,36.39666666666667,136.62
56301,加賀中津原,36.26166666666666,136.39666666666668
56346,白山白峰,36.18,136.625
56401,舳倉島,37.85,136.91833333333332
57001,三国,36.24333333333333,136.17333333333335
57026,春江,36.141666666666666,136.22333333333333
57051,越廼,36.01166666666666,135.99
57066,福井,36.055,136.22166666666666
57071,美山,35.998333333333335,136.35833333333332
57082,勝山,36.038333333333334,136.52166666666668
57106,武生,35.905,136.17333333333335
57121,大野,35.971666666666664,136.49666666666667
57176,九頭竜,35.90833333333333,136.66833333333332
57206,今庄,35.766666666666666,136.2
57248,敦賀,35.653333333333336,136.06166666666667
57286,美浜,35.6,135.91666666666666
57311,大飯,35.48,135.61666666666667
57317,小浜,35.483333333333334,135.78166666666667
60026,柳ケ瀬,35.58166666666666,136.18833333333333
60051,今津,35.41166666666667,136.02833333333334
60061,長浜,35.42333333333333,136.24166666666667
60081,朽木平良,35.30833333333333,135.83
60102,米原,35.38333333333333,136.34333333333333
60116,南小松,35.235,135.95666666666668
60131,彦根,35.275,136.24333333333334
60161,近江八幡,35.126666666666665,136.09166666666667
60196,東近江,35.06166666666667,136.19
60216,大津,34.99166666666667,135.91166666666666
60226,信楽,34.913333333333334,136.08
60236,土山,34.93833333333333,136.27833333333334
61001,間人,35.736666666666665,135.08666666666667
61031,峰山,35.61833333333333,135.07166666666666
61076,宮津,35.55,135.235
61096,坂浦,35.41833333333334,135.08666666666667
61111,舞鶴,35.45,135.31666666666666
61151,睦寄,35.38166666666667,135.45333333333335
61187,福知山,35.31166666666667,135.11333333333334
61192,三和,35.21666666666667,135.23166666666665
61196,綾部山家,35.29666666666667,135.315
61201,本庄,35.26,135.395
61206,美山,35.275,135.55
61241,須知,35.17666666666667,135.42
61242,園部,35.108333333333334,135.455
61251,京北,35.181666666666665,135.66166666666666
61286,京都,35.013333333333335,135.73166666666665
61286,京都,35.01166666666666,135.735
61306,長岡京,34.93,135.67833333333334
61326,京田辺,34.83,135.76
62016,能勢,34.94833333333333,135.455
62037,茨木,34.86,135.56
62046,枚方,34.80833333333333,135.67166666666665
62051,豊中,34.78333333333333,135.43833333333333
62078,大阪,34.681666666666665,135.51833333333335
62078,大阪,34.675,135.54666666666665
62081,生駒山,34.675,135.67666666666668
62091,堺,34.555,135.485
62096,八尾,34.596666666666664,135.6
62101,関空島,34.43333333333333,135.23166666666665
62111,河内長野,34.42333333333333,135.54333333333332
62131,熊取,34.385,135.35
63016,香住,35.625,134.62666666666667
63032,温泉,35.528333333333336,134.48
63051,豊岡,35.535,134.82166666666666
63071,兎和野高原,35.431666666666665,134.58333333333334
63111,大屋,35.33166666666666,134.665
63116,八鹿,35.39833333333333,134.74
63121,和田山,35.32333333333333,134.84833333333333
63201,生野,35.166666666666664,134.79166666666666
63216,柏原,35.13666666666666,135.065
63241,佐用,35.016666666666666,134.36833333333334
63251,一宮,35.096666666666664,134.585
63321,福崎,34.95,134.74833333333333
63331,西脇,34.998333333333335,134.99666666666667
63346,後川,35.025,135.29333333333332
63366,上郡,34.858333333333334,134.37333333333333
63383,姫路,34.83833333333333,134.67
63411,三田,34.895,135.21166666666667
63461,三木,34.776666666666664,135.01333333333332
63477,西宮,34.75,135.335
63491,家島,34.67166666666667,134.52666666666667
63496,明石,34.68666666666667,134.87666666666667
63517,神戸空港,34.63166666666667,135.22333333333333
63518,神戸,34.696666666666665,135.21166666666667
63518,神戸,34.681666666666665,135.22
63551,郡家,34.46666666666667,134.84833333333333
63571,洲本,34.31,134.84833333333333
63588,南淡,34.218333333333334,134.72
64036,奈良,34.67333333333333,135.83666666666667
64036,奈良,34.67333333333333,135.83166666666668
64041,針,34.605,135.95166666666665
64056,田原本,34.555,135.785
64076,曽爾,34.52166666666667,136.15833333333333
64091,葛城,34.48833333333334,135.70333333333335
64101,大宇陀,34.48833333333334,135.93166666666667
64127,五條,34.38,135.73
64136,吉野,34.37833333333333,135.9
64161,天川,34.27,135.88333333333333
64206,上北山,34.13666666666666,136.005
64227,風屋,34.045,135.78666666666666
64236,下北山,34.00333333333333,135.96666666666667
64262,葛川,33.95333333333333,135.85666666666665
65021,葛城山,34.346666666666664,135.43666666666667
65026,かつらぎ,34.31,135.52833333333334
65036,友ケ島,34.28,134.99833333333333
65042,和歌山,34.22833333333333,135.16333333333333
65042,和歌山,34.22833333333333,135.16333333333333
65061,高野山,34.221666666666664,135.59
65106,湯浅,34.035,135.18166666666667
65121,清水,34.086666666666666,135.425
65127,護摩壇山,34.04,135.56666666666666
65162,龍神,33.945,135.55666666666667
65201,川辺,33.89333333333333,135.21666666666667
65226,本宮,33.836666666666666,135.77333333333334
65256,栗栖川,33.791666666666664,135.51333333333332
65276,新宮,33.68666666666667,135.97
65288,南紀白浜,33.66166666666667,135.36333333333334
65306,西川,33.638333333333335,135.71
65311,色川,33.675,135.84833333333333
65321,日置川,33.605,135.48
65356,潮岬,33.45,135.75666666666666
66046,上長田,35.29666666666667,133.725
66056,恩原,35.3,133.98666666666668
66091,千屋,35.10333333333333,133.435
66112,富,35.178333333333335,133.805
66127,奈義,35.111666666666665,134.17
66136,今岡,35.098333333333336,134.325
66171,久世,35.068333333333335,133.75333333333333
66186,津山,35.06333333333333,134.00833333333333
66221,新見,34.943333333333335,133.51833333333335
66226,下呰部,34.965,133.62833333333333
66237,旭西,34.961666666666666,133.81166666666667
66251,赤磐,34.91833333333334,134.08166666666668
66276,陣山,34.82833333333333,133.52333333333334
66287,吉備中央,34.81666666666667,133.705
66296,福渡,34.86666666666667,133.90333333333334
66306,和気,34.815,134.18333333333334
66336,高梁,34.791666666666664,133.61
66346,日応寺,34.75666666666667,133.855
66381,佐屋,34.685,133.445
66391,矢掛,34.61666666666667,133.61833333333334
66408,岡山,34.685,133.925
66408,岡山,34.66,133.915
66421,虫明,34.681666666666665,134.20666666666668
66446,倉敷,34.59,133.76833333333335
66481,笠岡,34.501666666666665,133.495
66501,玉野,34.486666666666665,133.95
67016,高野,35.03333333333333,132.90166666666667
67026,道後山,35.056666666666665,133.18833333333333
67052,君田,34.928333333333335,132.83
67106,三次,34.81166666666667,132.85
67116,庄原,34.86,133.02333333333334
67126,東城,34.895,133.27666666666667
67136,八幡,34.708333333333336,132.17333333333335
67151,大朝,34.76833333333333,132.46333333333334
67161,美土里,34.721666666666664,132.655
67191,油木,34.763333333333335,133.27833333333334
67211,王泊,34.69833333333333,132.31166666666667
67212,加計,34.61,132.32
67217,都志見,34.64666666666667,132.44333333333333
67231,甲田,34.695,132.76
67251,上下,34.693333333333335,133.11666666666667
67271,内黒山,34.596666666666664,132.17666666666668
67292,三入,34.545,132.53
67306,安宿,34.56666666666667,132.83833333333334
67316,世羅,34.583333333333336,133.05
67326,府中,34.56166666666667,133.23166666666665
67351,佐伯湯来,34.498333333333335,132.29
67371,志和,34.498333333333335,132.66
67376,東広島,34.416666666666664,132.7
67386,本郷,34.435,132.91833333333332
67401,福山,34.446666666666665,133.24666666666667
67421,廿日市津田,34.365,132.19
67437,広島,34.39833333333333,132.46166666666667
67437,広島,34.39833333333333,132.46333333333334
67461,竹原,34.33,132.98166666666665
67471,生口島,34.278333333333336,133.12333333333333
67496,大竹,34.221666666666664,132.22
67511,呉,34.24,132.55
67566,倉橋,34.09166666666667,132.48833333333334
67576,呉市蒲刈,34.165,132.74833333333333
68022,西郷,36.20333333333333,133.33333333333334
68046,西郷岬,36.178333333333335,133.32333333333332
68056,海士,36.096666666666664,133.09666666666666
68091,鹿島,35.52,132.98333333333332
68121,斐川,35.413333333333334,132.89
68132,松江,35.45666666666666,133.065
68156,出雲,35.33166666666666,132.73
68166,大東,35.318333333333335,132.965
68181,伯太,35.35,133.27333333333334
68206,佐田,35.221666666666664,132.72333333333333
68246,大田,35.19,132.49666666666667
68261,掛合,35.196666666666665,132.815
68276,横田,35.17333333333333,133.10333333333332
68286,福光,35.07,132.33333333333334
68306,赤名,35.001666666666665,132.71166666666667
68346,桜江,34.95333333333333,132.33333333333334
68351,川本,34.97666666666667,132.49166666666667
68376,浜田,34.89666666666667,132.07
68401,瑞穂,34.85333333333333,132.53
68421,三隅,34.795,131.94833333333332
68431,弥栄,34.776666666666664,132.10833333333332
68436,波佐,34.78,132.19666666666666
68456,高津,34.675,131.79
68462,益田,34.67666666666667,131.84333333333333
68501,匹見,34.571666666666665,132.01666666666668
68516,津和野,34.461666666666666,131.77
68541,吉賀,34.391666666666666,131.89333333333335
69006,境,35.54333333333334,133.235
69021,塩津,35.52333333333333,133.56666666666666
69041,青谷,35.52,133.99666666666667
69052,湖山,35.53,134.165
69061,岩井,35.55833333333333,134.36
69076,米子,35.43333333333333,133.33833333333334
69101,倉吉,35.473333333333336,133.83833333333334
69111,鹿野,35.413333333333334,134.01666666666668
69122,鳥取,35.486666666666665,134.23833333333334
69152,大山,35.39333333333333,133.53666666666666
69161,関金,35.37833333333333,133.75666666666666
69181,佐治,35.32833333333333,134.11333333333334
69196,若桜,35.333333333333336,134.405
69222,江尾,35.288333333333334,133.48333333333332
69246,智頭,35.263333333333335,134.24
69271,茶屋,35.18666666666667,133.23
71066,池田,34.02333333333333,133.795
71087,穴吹,34.04,134.15666666666667
71106,徳島,34.06666666666667,134.57333333333332
71106,徳島,34.06666666666667,134.57166666666666
71136,半田,33.99,134.03666666666666
71191,京上,33.86666666666667,133.90333333333334
71211,福原旭,33.87833333333333,134.38833333333332
71231,蒲生田,33.836666666666666,134.74166666666667
71251,木頭,33.77166666666667,134.19833333333332
71266,日和佐,33.73166666666667,134.53833333333333
71291,海陽,33.611666666666665,134.355
72061,内海,34.471666666666664,134.27333333333334
72086,高松,34.318333333333335,134.05333333333334
72111,多度津,34.275,133.75166666666667
72121,滝宮,34.236666666666665,133.92333333333335
72126,香南,34.21333333333333,134.015
72146,引田,34.21333333333333,134.40666666666667
72161,財田,34.12,133.77166666666668
72176,竜王山,34.11333333333334,134.05
73001,大三島,34.25,133.00666666666666
73071,玉川,34.01833333333333,132.94
73076,今治,34.053333333333335,132.975
73126,西条,33.915,133.08
73141,新居浜,33.93666666666667,133.33833333333334
73151,四国中央,33.98166666666667,133.58166666666668
73152,富郷,33.915,133.51
73166,松山,33.843333333333334,132.77666666666667
73166,松山,33.835,132.79333333333332
73168,松山南吉田,33.82666666666667,132.69833333333332
73231,上林,33.73833333333333,132.89
73247,成就社,33.795,133.13166666666666
73256,長浜,33.61666666666667,132.48
73271,中山,33.638333333333335,132.70833333333334
73276,久万,33.663333333333334,132.895
73306,大洲,33.50833333333333,132.535
73321,獅子越峠,33.54333333333334,132.83166666666668
73341,瀬戸,33.446666666666665,132.25666666666666
73351,八幡浜,33.44833333333333,132.43333333333334
73406,宇和,33.36666666666667,132.50333333333333
73442,宇和島,33.22666666666667,132.55166666666668
73446,近永,33.25333333333333,132.675
73516,御荘,32.96333333333333,132.57
74056,本川,33.765,133.33833333333334
74071,本山,33.75333333333333,133.575
74101,池川,33.60666666666667,133.17
74126,繁藤,33.678333333333335,133.685
74136,大栃,33.69833333333333,133.875
74151,魚梁瀬,33.615,134.10833333333332
74166,佐川,33.51166666666666,133.27166666666668
74182,高知,33.56666666666667,133.54833333333335
74182,高知,33.56666666666667,133.55166666666668
74187,後免,33.59,133.64333333333335
74188,南国日章,33.545,133.66833333333332
74237,船戸,33.416666666666664,133.08833333333334
74238,鳥形山,33.48,133.08333333333334
74271,安芸,33.48833333333334,133.93333333333334
74276,田野,33.42666666666667,134.00666666666666
74296,梼原,33.39,132.92166666666665
74311,須崎,33.385,133.27666666666667
74336,佐喜浜,33.41166666666667,134.19833333333332
74361,窪川,33.20666666666666,133.12833333333333
74372,室戸岬,33.251666666666665,134.17666666666668
74372,室戸岬,33.24666666666667,134.175
74381,江川崎,33.17,132.79166666666666
74391,大正,33.193333333333335,132.97166666666666
74436,佐賀,33.07833333333333,133.10166666666666
74447,宿毛,32.92,132.695
74456,中村,32.99,132.92
74506,三崎,32.795,132.87166666666667
74516,清水,32.721666666666664,133.01
81011,須佐,34.615,131.62333333333333
81071,萩,34.41,131.405
81116,油谷,34.37,131.055
81146,篠生,34.33833333333333,131.62666666666667
81151,徳佐,34.39833333333333,131.725
81167,羅漢山,34.35,132.06333333333333
81196,秋吉台,34.235,131.30666666666667
81228,鹿野,34.225,131.815
81231,広瀬,34.26166666666666,131.95166666666665
81266,豊田,34.18666666666667,131.07666666666665
81271,東厚保,34.11833333333333,131.18166666666667
81286,山口,34.16166666666667,131.46166666666667
81301,和田,34.17,131.75333333333333
81321,岩国,34.155,132.17833333333334
81371,防府,34.04,131.53333333333333
81386,下松,34.01,131.87166666666667
81397,玖珂,34.095,132.075
81428,下関,33.94833333333333,130.925
81428,下関,33.95666666666666,130.93833333333333
81436,宇部,33.93,131.27833333333334
81481,柳井,33.958333333333336,132.11333333333334
81486,安下庄,33.903333333333336,132.29333333333332
82036,小呂島,33.86333333333333,130.035
82046,宗像,33.80833333333333,130.53833333333333
82056,八幡,33.85166666666667,130.74333333333334
82068,空港北町,33.845,131.035
82097,東谷,33.778333333333336,130.865
82101,行橋,33.71333333333333,130.975
82136,飯塚,33.651666666666664,130.69333333333333
82171,前原,33.56,130.19
82182,福岡,33.58166666666666,130.375
82182,福岡,33.58166666666666,130.37666666666667
82186,博多,33.583333333333336,130.45166666666665
82191,太宰府,33.49666666666667,130.49
82206,添田,33.55833333333333,130.855
82241,早良脇山,33.48833333333334,130.35333333333332
82261,朝倉,33.406666666666666,130.695
82272,英彦山,33.48833333333334,130.92333333333335
82306,久留米,33.303333333333335,130.49333333333334
82316,耳納山,33.291666666666664,130.625
82317,黒木,33.225,130.645
82331,柳川,33.16,130.40333333333334
82361,大牟田,33.00666666666667,130.46666666666667
83021,国見,33.678333333333335,131.575
83051,中津,33.586666666666666,131.245
83061,豊後高田,33.57,131.43333333333334
83096,耶馬渓,33.445,131.115
83106,院内,33.42,131.31666666666666
83121,杵築,33.416666666666664,131.59666666666666
83126,武蔵,33.47833333333333,131.73666666666668
83137,日田,33.321666666666665,130.92833333333334
83191,玖珠,33.291666666666664,131.155
83201,湯布院,33.25333333333333,131.34666666666666
83216,大分,33.235,131.61833333333334
83226,佐賀関,33.248333333333335,131.865
83242,椿ヶ鼻,33.19,130.915
83286,臼杵,33.13166666666667,131.79666666666665
83341,犬飼,33.065,131.63166666666666
83371,竹田,32.973333333333336,131.39833333333334
83401,佐伯,32.95,131.90166666666667
83431,宇目,32.845,131.675
83476,蒲江,32.795,131.92333333333335
84012,鰐浦,34.69833333333333,129.445
84072,厳原,34.196666666666665,129.29166666666666
84076,美津島,34.285,129.33
84121,芦辺,33.8,129.72166666666666
84122,石田,33.748333333333335,129.785
84171,平戸,33.36,129.55
84183,松浦,33.34166666666667,129.71166666666667
84266,佐世保,33.15833333333333,129.72666666666666
84306,西海,33.013333333333335,129.65166666666667
84341,有川,32.98166666666667,129.11833333333334
84361,長浦岳,32.90833333333333,129.73833333333334
84371,大村,32.916666666666664,129.91333333333333
84441,諫早,32.843333333333334,130.025
84496,長崎,32.733333333333334,129.86666666666667
84519,雲仙岳,32.736666666666665,130.26166666666666
84519,雲仙岳,32.736666666666665,130.25
84523,島原,32.76,130.36166666666668
84536,福江,32.693333333333335,128.82666666666665
84537,上大津,32.665,128.83166666666668
84561,口之津,32.611666666666665,130.19333333333333
84597,脇岬,32.58166666666666,129.77666666666667
85033,唐津,33.458333333333336,129.955
85046,北山,33.413333333333334,130.22
85106,鳥栖,33.385,130.51666666666668
85116,伊万里,33.266666666666666,129.87833333333333
85142,佐賀,33.265,130.305
85161,嬉野,33.11666666666667,129.995
85166,白石,33.18333333333333,130.14833333333334
85176,川副,33.14833333333333,130.30166666666668
86006,鹿北,33.115,130.69166666666666
86066,南小国,33.10333333333333,131.06666666666666
86086,岱明,32.915,130.51166666666666
86101,菊池,32.945,130.78166666666667
86111,阿蘇乙姫,32.946666666666665,131.04
86141,熊本,32.81333333333333,130.70666666666668
86141,熊本,32.821666666666665,130.715
86146,益城,32.836666666666666,130.855
86157,南阿蘇,32.83166666666666,131.01333333333332
86161,高森,32.821666666666665,131.125
86181,宇土,32.7,130.65666666666667
86197,山都,32.711666666666666,130.95833333333334
86216,三角,32.611666666666665,130.47833333333332
86236,甲佐,32.67166666666667,130.81666666666666
86271,松島,32.515,130.44666666666666
86316,本渡,32.468333333333334,130.18
86336,八代,32.473333333333336,130.60666666666665
86396,田浦,32.36333333333334,130.50833333333333
86407,山江,32.30166666666667,130.74666666666667
86411,五木,32.395,130.82666666666665
86451,水俣,32.205,130.40666666666667
86461,一勝地,32.245,130.645
86467,人吉,32.21666666666667,130.755
86477,上,32.225,130.905
86478,多良木,32.295,130.95
86481,湯前横谷,32.263333333333335,131.04333333333332
86491,牛深,32.196666666666665,130.02666666666667
87041,高千穂,32.711666666666666,131.29
87066,古江,32.711666666666666,131.82
87071,鞍岡,32.64333333333333,131.15666666666667
87086,日之影,32.681666666666665,131.40666666666667
87127,諸塚,32.516666666666666,131.335
87136,北方,32.56166666666667,131.525
87141,延岡,32.58166666666666,131.65666666666667
87141,延岡,32.57833333333333,131.63333333333333
87157,椎葉,32.475,131.10333333333332
87181,日向,32.40833333333333,131.6
87206,神門,32.385,131.33166666666668
87231,西米良,32.24,131.15166666666667
87251,都農,32.28333333333333,131.54166666666666
87293,高鍋,32.123333333333335,131.475
87301,加久藤,32.04666666666667,130.81
87331,西都,32.06333333333333,131.41333333333333
87346,えびの高原,31.945,130.84
87352,小林,32.0,130.95333333333335
87361,野尻,31.956666666666667,131.15666666666667
87371,国富,32.00666666666667,131.29666666666665
87376,宮崎,31.938333333333333,131.41333333333333
87406,田野,31.843333333333334,131.30833333333334
87412,赤江,31.876666666666665,131.44833333333332
87426,都城,31.73,131.08166666666668
87461,深瀬,31.636666666666667,131.25
87492,油津,31.578333333333333,131.40666666666667
87492,油津,31.596666666666668,131.40833333333333
87501,串間,31.465,131.22
88061,阿久根,32.026666666666664,130.2
88066,出水,32.093333333333334,130.35166666666666
88081,大口,32.04666666666667,130.62666666666667
88101,紫尾山,31.98,130.36666666666667
88107,さつま柏原,31.916666666666668,130.455
88131,中甑,31.835,129.86666666666667
88151,川内,31.833333333333332,130.315
88166,溝辺,31.803333333333335,130.71833333333333
88211,八重山,31.746666666666666,130.43833333333333
88261,東市来,31.668333333333333,130.32833333333335
88286,牧之原,31.661666666666665,130.84333333333333
88317,鹿児島,31.555,130.54666666666665
88331,輝北,31.588333333333335,130.855
88341,大隅,31.58,131.005
88371,加世田,31.415,130.325
88392,吉ケ別府,31.458333333333332,130.86166666666668
88406,志布志,31.47833333333333,131.095
88432,喜入,31.386666666666667,130.54
88442,鹿屋,31.391666666666666,130.86333333333334
88447,肝付前田,31.34,130.93833333333333
88466,枕崎,31.27166666666667,130.29166666666666
88486,指宿,31.25,130.63666666666666
88506,内之浦,31.276666666666667,131.055
88536,田代,31.198333333333334,130.84333333333333
88551,佐多,31.093333333333334,130.69
88612,種子島,30.72,130.98166666666665
88621,中種子,30.605,130.99166666666667
88666,上中,30.406666666666666,130.90166666666667
88686,屋久島,30.385,130.65833333333333
88706,尾之間,30.235,130.555
88736,中之島,29.84,129.86666666666667
88746,平島,29.683333333333334,129.52833333333334
88756,諏訪之瀬島,29.61,129.705
88776,小宝島,29.225,129.32833333333335
88781,宝島,29.151666666666667,129.20166666666665
88821,笠利,28.43,129.71166666666667
88836,名瀬,28.378333333333334,129.495
88851,喜界島,28.32,129.92666666666668
88901,古仁屋,28.143333333333334,129.315
88931,天城,27.835,128.88
88956,伊仙,27.676666666666666,128.97333333333333
88971,沖永良部,27.431666666666665,128.705
88986,与論島,27.043333333333333,128.40166666666667
91011,伊是名,26.948333333333334,127.94
91021,奥,26.835,128.27166666666668
91046,国頭,26.72833333333333,128.17833333333334
91066,本部,26.685,127.89833333333333
91081,東,26.631666666666668,128.15333333333334
91096,粟国,26.591666666666665,127.23833333333333
91107,名護,26.593333333333334,127.965
91121,読谷,26.406666666666666,127.73333333333333
91141,北原,26.363333333333333,126.71333333333334
91146,久米島,26.336666666666666,126.80333333333333
91151,渡名喜,26.373333333333335,127.14166666666667
91161,胡屋,26.326666666666668,127.80333333333333
91166,宮城島,26.363333333333333,127.97166666666666
91181,渡嘉敷,26.21,127.36333333333333
91197,那覇,26.206666666666667,127.68666666666667
91236,安次嶺,26.19333333333333,127.63833333333334
91241,糸数,26.153333333333332,127.765
92006,北大東,25.943333333333335,131.32666666666665
92011,南大東,25.828333333333333,131.22833333333332
92012,旧東,25.846666666666668,131.26333333333332
93012,下地島,24.826666666666668,125.14333333333333
93041,宮古島,24.793333333333333,125.27833333333334
93042,鏡原,24.781666666666666,125.295
93051,城辺,24.743333333333332,125.41
93062,仲筋,24.653333333333332,124.675
94001,伊原間,24.506666666666668,124.28
94011,所野,24.466666666666665,122.97833333333334
94017,与那国島,24.466666666666665,123.01
94036,川平,24.466666666666665,124.14
94062,西表島,24.426666666666666,123.765
94081,石垣島,24.336666666666666,124.16333333333333
94086,盛山,24.395,124.245
94101,大原,24.265,123.87166666666667
94116,波照間,24.055,123.76666666666667
